uid,Text,DV_present,Abuse_present,Sentiment,Hashtags,
472,"“There is a knot of fear that goes along with having experienced being a victim of a frequent, consistent and systematic pattern of domestic violence abuse.” Visit our blog to continue reading. https://buff.ly/2O13293 #DVAM #DVAM2018 #BelieveSurvivors #SupportSurvivors",Negative,NOT,Negative,#DVAM #DVAM2018 #BelieveSurvivors #SupportSurvivors,
473,"“Escaping domestic violence is already difficult for immigrant survivors. The current environment makes it even more frightening for victims to come forward and seek help.” -Kim Gandy, NNEDV President & CEO #DVAM2018 #1Thing #EndRapeCulture #EndDV #Equality",Negative,NOT,Neutral,#DVAM2018 #1Thing #EndRapeCulture #EndDV #Equality,
474,"#DVAM2018 Day 9.  Do you know what #Gaslighting is? making someone feel like they are crazy, as the husband does to his wife in the fabulous (but creepy) film  @Gaslight https://bit.ly/2QE5E9J  by the fabulous but creepy #AlfredHitchcock Typical tactic of intimate abusers.",Negative,NOT,Neutral,#DVAM2018 #AlfredHitchcock,
475,"As if being a refugee isn't traumatic enough, children who also witness IPV may be devastated. The more of these stressors children face, the more their development will be impacted, unless they receive exceptional support and intervention.http://bit.ly/RefugeeDV1 #ACES #DVAM2018",Negative,NOT,Negative,#ACES #DVAM2018,
476,"“I think it’s the number one thing that’s going to crush someone’s motivation to seek help. When your support system doesn’t believe you, you really begin to feel like you’re not worthwhile.” #DVAM2018 ",Negative,NOT,Negative,#DVAM2018,
477,"""Jennifer came to FVAP fearing for her safety and the safety of her family.  She had just found out that her abusive ex-husband filed to appeal her Domestic Violence Restraining Order..."" https://buff.ly/2OamZua #DVAM2018 #DVAM #RaiseAwareness #DomesticViolence",Positive,NOT,Negative,#DVAM2018 #DVAM #RaiseAwareness #DomesticViolence,
478,"For decades, domestic violence has been seen as a family problem or one that’s behind closed doors. It’s time to engage men in prevention, intervening and changing conversations that incite domestic violence. https://pressofatlanticcity.com/breaking-the-cycle/nj-agencies-want-more-men-to-work-against-domestic-violence/article_876d5ec9-f8e1-5257-8e20-36736bc51957.html… #DVAM #DVAM2018 #MenOfStrength #ENDDVINNJ",Positive,NOT,Positive,#DVAM #DVAM2018 #MenOfStrength #ENDDVINNJ,
479,"Financial abuse is one of the biggest reasons victims don’t leave their abusers. Financially, they can’t afford to. See what the @allstatepurplepurse campaign did this summer to help raise awareness. #dvam2018 #PurplePurse",Negative,NOT,Negative,#dvam2018 #PurplePurse,
480,"For #DomesticViolenceAwarenessMonth, I'm posting daily; things my abusive ex used to say to me: #SurvivorSpeaks #DVAM2018  8. ""I make the money, so I make the rules.""",Negative,OFF,Negative,#SurvivorSpeaks #DVAM2018,
481,"Day 8: Substance abuse does not make a man abusive, but it can contribute to more severe abuse and a lowering of his inhibitions, resulting in more abusive episodes with greater violence.  #DVAM2018  #MeToo",Negative,NOT,Negative,#DVAM2018  #MeToo,
482,"“My trauma is real. My feelings are valid. I am not alone. I am seen. I am heard. I am valued. I am loved. I MATTER DEEPLY.” To each and every single survivor reading this: you are valued, you are loved, and you matter deeply. #supportsurvivors #ukclotheslineproject #dvam2018",Negative,NOT,Positive,#supportsurvivors #ukclotheslineproject #dvam2018,
483,"Be free little hummingbird!!Violence against your partner is never ok.. Know when to leave - love yourself enough to leave - know there is help! Educate yourself, know the signs, never make exuses for red flags and if youre in trouble call 1800 RESPECT now!!! #domesticviolence #survivor #dvsurvivor #befree #getout #saveyourself #itsnotok #australiasaysno #menneedhelptoo #speakup #tattooapprentice #inked #takethestep #gethelp",Negative,NOT,Positive,#domesticviolence #survivor #dvsurvivor #befree #getout #saveyourself #itsnotok #australiasaysno #menneedhelptoo #speakup #tattooapprentice #inked #takethestep #gethelp,
484,"This is when I first and finally escaped the life I had felt so trapped in that almost took my life away. I’m so proud of how far I’ve come, I’ve fought for my babies and now found a man who genuinely, truly loves me. Thank God for the new path I found.#dvsurvivor",Negative,NOT,Positive,#dvsurvivor,
485,"Dealt with the struggles, jumped over hurdles, been through hell n back! My bbys, finding myself, faith , determination, positivity n strength were my motivators to keep on moving! Never ever will I ever go back to the lost me! I love who I am!!!#dvsurvivor #amazingmama #iamme",Negative,NOT,Positive,#DVsurvivor,
486,"I talked about it and instead of just talking about it, I finally wrote my first book! One more edit to go, and then off for printing so you can purchase your copy. I’m sooo excited! This book will help those in unhealthy relationships, domestic violence survivors, anyone dealing with verbal, emotional or physical abuse or if you need a good read and a journal; Art journal entries and reflections are included. #takealookatmystory #dvsurvivor #survivor #author #hissorrytransformedmylife #artjournal #enddomesticviolence #healthyrelationships #jesusisahealer #breakthesilence #mystory #thrivingisstartingwhereyouthoughtlifewouldend #thriving",Negative,NOT,Positive,#takealookatmystory #dvsurvivor #survivor #author #hissorrytransformedmylife #artjournal #enddomesticviolence #healthyrelationships #jesusisahealer #breakthesilence #mystory #thrivingisstartingwhereyouthoughtlifewouldend #thriving,
487,"STILL STANDING! Eight years ago today, I was punched, choked, cursed out, spit upon, held against my will and devoid of all understanding. The culmination of months of abuse. It was the lowest point of my life. I had lost a career, house, all of my money and almost my mind. With a 5 1/2 week old baby in tow, I had to run for my life.Eventually, I ended up divorced. My ex-husband voluntarily terminated his parental rights to our son as the final blow to me mentally, financially and emotionally. I was in a very low valley for a long time. One day, I surrendered to God and decided to climb out. I’ve lost my grip and fallen back down too many times to count. Still, I keep my eyes toward heaven, a prayer in my heart and determination in my soul. Meanwhile, a now 8 yr old boy, who calls me “Mommy,” continues to provide motivation and purpose.
From hurt to hope. From healed to helping. I no longer live in the past. Instead, I use my experience to give a glimmer of light for others dealing with the darkness of domestic violence. For anyone struggling in life.. Never give up! The number 8 means new beginnings.. The best is definitely yet to come!  I’m still standing!
#Resurrection
#restore
#domesticviolence
#domesticviolencesurvivor
#dvsurvivor
#imstillstanding
#nevergiveup",Positive,OFF,Negative,"#Resurrection
#restore
#domesticviolence
#domesticviolencesurvivor
#dvsurvivor
#imstillstanding
#nevergiveup",
488,"I am a single mom of three who battled homelessness, mental health concerns, unemployment, unclear immigration status, a limited support network and previous instances of domestic violence.Not to mention I survived a childhood plagued with abuse, neglect and sexual molestation.
But one of the hardest things for me to overcome was the lost of my religion. A religion I based my life decisions on since I was 16 years old.
These and more stories I tell in my upcoming book “Waking up from my American Dream; a story about immigration, grief and healing”
The pre launch of the book is this Thursday. Let me know if you would like a copy and if you would like to help me reach out to people who would benefit for a story such as mine. I thank you from the bottom of my heart for your support.#immigration #selfpublishedauthor #bookcoach #narcissisticabuseawareness #narcissisticabusesurvivor #domesticviolenceawareness #domesticabuseawareness #dvsurvivor #Deportation #homelessness #mormon #MormonStories #exmormon #lds #mentalhealth #ptsdawareness #suicidprevention2021 #PTSD #firstgenerationamerican #bilingual",Negative,NOT,Positive,#immigration #selfpublishedauthor #bookcoach #narcissisticabuseawareness #narcissisticabusesurvivor #domesticviolenceawareness #domesticabuseawareness #dvsurvivor #Deportation #homelessness #mormon #MormonStories #exmormon #lds #mentalhealth #ptsdawareness #suicidprevention2021 #PTSD #firstgenerationamerican #bilingual,
489,"#metoomovementI believe that there should be a curfew for men and women....
Let me explain before you all dig me out.
All my friends know what I went through and I know my abuser subjected at least 4 other women to the same abuse over the years (with the police knowing and having evidence!)
I had to walk home from work a few times at night after the pub had closed, or I’d walk to the train station about 7pm to get to Kelvedon to see my dear friend Louise. The times I walked the 200m from the pub to my home, my abuser was wanted by police, even though they knew the possible places he’d be they still hadn’t arrested him. I used to borrow a fork from the pub and put it in my coat pocket, just in case... the last time I walked the 200m I am convinced that someone was ‘watching’ I felt uncomfortable, apprehensive, nervous... I’d ring my good friend Esther while walking home or as soon as I’d got in the front door!
I believe that there should be a curfew, for anyone who is a known sex offender, an abuser, someone who has a history of violence whether that’s towards men or women, I believe that these people should not be allowed to walk the streets after dark... As far as I’m concerned they gave that privilege up the moment they raped, beat, humiliated another person!
So that’s my view! #metoomovement
#reclaimourstreets
#dvsurvivor
#domesticviolenceawareness
#freedom
#safetyfirst",Positive,NOT,Negative,"#metoomovement
#reclaimourstreets
#dvsurvivor
#domesticviolenceawareness
#freedom
#safetyfirst",
490,"BREAK THE SILENCEI have been a victim of sexual assault and I will also be breaking my silence soon.
You know who you are and I’m coming for you.
#Rape #BadBaby #breakthesilence #metoomovement #SaveOurChildren",Positive,NOT,Positive,#Rape #BadBaby #breakthesilence #metoomovement #SaveOurChildren,
491,"I had a one-way ticket to a place where all the demons go. Where the wind don't change and nothing in the ground can ever grow. No hope, just lies, and you're taught to cry into your pillow. I have made every single mistake that you could ever possibly make. I took and I took and I took what you gave, but you never noticed that I was in pain. I knew what I wanted, I went out and got it. I did all the things that you said that I wouldn't. I told you that I would never be forgotten and all in spite of you... I survived, I’m still breathing, I’m alive!!! #prettyhurts #metoomovement #SexualAssaultAwarenessMonth #notyourbabe invisaWear Only Human",Positive,NOT,Negative,#prettyhurts #metoomovement #SexualAssaultAwarenessMonth #notyourbabe,
492,"Had a friend who was uncomfortable with asking their child if they had been touched! My response was, “You should be uncomfortable not asking!”Word to the wise: “Ask your children, no matter how good of a relationship you think you have with them or don’t have with them, they may not be forthcoming and just tell you.”",Negative,NOT,Negative,#survivor #askyourchildren #peoplearesick #donttrustanyone #metoomovement,
493,"Yes! Unfortunately this happens all the time. I reported a rape to the Springfield Police and they treated me horribly. He was condescending, rude, and 100% didn't believe a word I said. THIS is why women don't come forward. Between the #timesup and #metoomovement everyone has an opinion on when and how women should speak up.The truth is we do, but people don't care or listen. So it doesn't matter if it's hours or years later, the reception is the same.
And yes, being told to consider what this will do to the other person is truly the most horrible thing you can say.",Positive,OFF,Negative,#timesup and #metoomovement,
494,"Holi is one of the biggest festivals in India and is known to represent the arrival of spring and the triumph of good over evil. While the country is out on the streets, celebrating the festival- women find themselves in uncomfortable situations in their households as well as in public spaces. Under the garb of playing with colours, women continue to face inappropriate behaviour- groping and lewd comments. The whole nonconsensual atmosphere around the festival has not only alienated them from being a part of the festival but has left a lasting emotional impact. According to our online survey, 39% of women in India have been groped on Holi. 45% of women groped on Holi are under the age of 18, and 49% of women have stopped participating in the festival altogether after being harassed.We’ve collaborated with Schbang to start a dialogue about this issue that makes Holi a fearful day for many women as opposed to a fun filled festival.
.
.
.
.
.
.
.
#holi #holifestival #unholiholi #festivalsofindia #respectwomen #berespectful #whatwomenwant #consentismandatory #happyholi #safeholi #bebadass #metoo #metooindia #metoomovement #timesupnow",Negative,OFF,Neutral,#holi #holifestival #unholiholi #festivalsofindia #respectwomen #berespectful #whatwomenwant #consentismandatory #happyholi #safeholi #bebadass #metoo #metooindia #metoomovement #timesupnow,
495,"Sexual harassment in the context of work continues to go unchecked due to the impunity enjoyed by perpetrators and the high tolerance for poor behavior by employers. 8 years into the law in India, we are a long way away from a survivor-centered approach, I argue in this article, published today in the Indian Express.#metoomovement #sexualharassment",Negative,OFF,Neutral,#metoomovement #sexualharassment,
496,"“Compliance is not consent. In the joint, it might be survival, but it sure the f**k ain’t consent.” Save the date for an event organized by the unstoppable @CosbyMoni: Friday, October 19, noon, downtown. #DVAM2018 #SurvivedAndPunished #FreeThemAll",Negative,OFF,Negative,#DVAM2018 #SurvivedAndPunished #FreeThemAll,
497,"#acknowledge your feelings and feel them. I feel sad today, mocked and rejected. I am a happy person, but that doesn't mean I have to feel positively about every situation. #DVAM2018 #healinghappens #ThankYouDrFord #ThankYouAnitaHill",Negative,NOT,Negative,#DVAM2018 #healinghappens #ThankYouDrFord #ThankYouAnitaHill,
498,Incidentally - restraining orders only work for ppl who follow the rules. Abusers hell-bent on being abusers don't give a flying fuck abt restraining orders.  #DVAM2018 #DomesticViolenceAwarenessMonth,Positive,OFF,Negative,#DVAM2018 #DomesticViolenceAwarenessMonth,
